Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Camino Real Kitchen & Tequila,https://www.yelp.com/adredir?ad_business_id=1y8MBX3AD8Hv0Wd60h_KqQ&campaign_id=hfjdmtzI6LL3-jMdpJsUEw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcamino-real-kitchen-and-tequila-bakersfield-2&request_id=000cf31e8da010f6&signature=457335c4b17830aad482040d1d0281bbeaa55a2f43a914e93839e48e68899211&slot=0,Frugatti’s Italian Eatery,https://www.yelp.com/biz/frugattis-italian-eatery-bakersfield?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,CaliBurger Bakersfield,https://www.yelp.com/adredir?ad_business_id=ZPuNzlTj5YiS5ie86tF9KQ&campaign_id=JFhgXiWU11tbjnn0eLbsEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcaliburger-bakersfield-bakersfield&request_id=000cf31e8da010f6&signature=920c8670d212118a5f0da8e7e79d7f74201e8475079d7d72bf13e330a8ea57d3&slot=1,Bakersfield Pizza Co. & Bar,https://www.yelp.com/biz/bakersfield-pizza-co-and-bar-bakersfield?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,PizzaRev,https://www.yelp.com/biz/pizzarev-bakersfield?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 9:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
