Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Diplomat Prime,https://www.yelp.com/adredir?ad_business_id=HgAd3Vr0GA3NR0EZqZzS8Q&campaign_id=l500GCK4OyF_dt7jc5yUwg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdiplomat-prime-hollywood-2&request_id=a790d726bf6634ac&signature=0c511ea04a3ad0a7505052a34c374664c010ab435c54466fa9e31b415fa53ced&slot=0,Anthony’s Coal Fired Pizza,https://www.yelp.com/biz/anthonys-coal-fired-pizza-pembroke-pines?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Tarantella Ristorante,https://www.yelp.com/adredir?ad_business_id=XDMNvTMBEkMPapbq5AaT4Q&campaign_id=Y--MuWWWtu0s9IliWiHw_A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftarantella-ristorante-weston-town-center-3&request_id=a790d726bf6634ac&signature=0f08c5d36e19fa1d1ffe2797fb2a0dbc7d20942e2d51c161a3356c5741eb7f79&slot=1,Jersey John’s Pizzeria,https://www.yelp.com/biz/jersey-johns-pizzeria-pembroke-pines?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-pembroke-pines?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:30 am - 8:00 pm,Parking,"Valet, Garage, Street, Private Lot",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
