Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Zia’s Caffe Kaneohe,https://www.yelp.com/adredir?ad_business_id=_ywbS708nIgozQ4Nh0DFDg&campaign_id=sVxyIKQEYe4qYOBrxc8poQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzias-caffe-kaneohe-kaneohe&request_id=7a6255b797908759&signature=e92ed078195073778c4884b50a24899eb01b91054e203c568edce5900785cd13&slot=0,Chili’s,https://www.yelp.com/biz/chilis-mililani-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,Yes,Izakaya Kei,https://www.yelp.com/adredir?ad_business_id=M2a9ofX8rX2N1GhjClvOaw&campaign_id=i91iCl5PsldJU2_ztr8VpA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fizakaya-kei-aiea-6&request_id=7a6255b797908759&signature=cba25bb744e7d45f42d214c4884432e8390d42e8cd5f20fd0d6ba96ef1b09796&slot=1,NY Deli & Boston’s Pizza,https://www.yelp.com/biz/ny-deli-and-bostons-pizza-wahiawa?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Ruby Tuesday Mililani,https://www.yelp.com/biz/ruby-tuesday-mililani-mililani?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 10:00 pm,Accepts Bitcoin,No,,,,
,,Good For,"Lunch, Dinner, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Trendy",,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Dogs Allowed,No,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 10:00 pm,Takes Reservations,No,PAI Honolulu,https://nz.yelp.com/adredir?ad_business_id=GzXz7J36bsddIEm3JDyiVw&campaign_id=jhdbaqwkXGbX5HR7duZp0Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fpai-honolulu-honolulu&request_id=911c6775f7a919d5&signature=f846757f3ba54e2a02e0970ddd21d678cd4e23e7a478663153bea2091020fb0e&slot=0,Chili’s,https://nz.yelp.com/biz/chilis-mililani-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,Yes,Cajun King Aiea,https://nz.yelp.com/adredir?ad_business_id=YjO5aE1krXZYSyoJACqjFg&campaign_id=idn1FcbU_xlumyOrfT0TKQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fcajun-king-aiea-aiea&request_id=911c6775f7a919d5&signature=4c8f2ff1069ff96c21bc69becde7d28a538f0e87180572e6e443ffc0506f7ae7&slot=1,NY Deli & Boston’s Pizza,https://nz.yelp.com/biz/ny-deli-and-bostons-pizza-wahiawa?page_src=related_bizes
