Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,The Schoolhouse at Cannondale,https://www.yelp.com/adredir?ad_business_id=0w1vbKMDYFDBYtV5eJZATw&campaign_id=d21LprAohsoJ0aGqNRdHEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-schoolhouse-at-cannondale-wilton&request_id=54313e76449ba49e&signature=24146353fd05e2089d5e8dbbbf74f07874b007194fa14e3ec54f53ac9f1a5f93&slot=0,ZAZA Italian Gastrobar & Pizzeria,https://www.yelp.com/biz/zaza-italian-gastrobar-and-pizzeria-stamford?page_src=related_bizes
,,Delivery,Yes,Pieology Pizzeria,https://www.yelp.com/adredir?ad_business_id=V80I98QRzF1MhJrHJP_mQA&campaign_id=lA-8Af5HAXhDl0nwP9-X_g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpieology-pizzeria-stamford-5&request_id=54313e76449ba49e&signature=97f048b8901e3deb1f46898e999c5d3df994b07c7e78f9757090222c796fb403&slot=1,Remo’s,https://www.yelp.com/biz/remos-stamford-2?page_src=related_bizes
,,Take-out,Yes,,,Michael’s Pizzeria Restaurant,https://www.yelp.com/biz/michaels-pizzeria-restaurant-stamford?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Good For,"Lunch, Dinner",,,,
,,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Touristy",,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
