Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,Yes,El Dorado,https://www.yelp.com/adredir?ad_business_id=e1701VvvJIr-SC-b6KGo7g&campaign_id=nm-vxgs8zfsFRgOA7pMS4Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fel-dorado-ridgewood-2&request_id=196817506561f44b&signature=c6df2dad202f2a623eacff1051b0860b61e443ab70b5f10c3b90828dee3e32d4&slot=0,Pizza Classica,https://www.yelp.com/biz/pizza-classica-glendale?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Uncle Jack’s Meat House,https://www.yelp.com/adredir?ad_business_id=mGnNyWUSwFImcwf8vtn8jQ&campaign_id=NMzA9_tgLCqgidXfKlQzeg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Funcle-jacks-meat-house-astoria-2&request_id=196817506561f44b&signature=ff9203c7a0b3ba943e8c14b2aa4a3591ae8b16b94a1ef6462ef31c9a8c54e775&slot=1,Dee’s,https://www.yelp.com/biz/dees-forest-hills?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,Carlo’s Pizza,https://www.yelp.com/biz/carlos-pizza-middle-village?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:30 am - 9:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
